iter	MultiClass
440	0.01921851293
441	0.01916530983
442	0.01911468193
443	0.01907467356
444	0.01902699688
445	0.01898036075
446	0.01890834333
447	0.01885412405
448	0.01879103806
449	0.01874116584
450	0.0186752887
451	0.0186129007
452	0.01855364917
453	0.01850550827
454	0.01846000351
455	0.01841634794
456	0.01836358717
457	0.0183049587
458	0.01825867476
459	0.01820810147
460	0.01814735021
461	0.01809790856
462	0.01805472776
463	0.01801000178
464	0.0179639965
465	0.01792276136
466	0.01788087494
467	0.01783483948
468	0.01778533695
469	0.01773629057
470	0.01768477083
471	0.01762996926
472	0.01758891315
473	0.01755358104
474	0.01750672795
475	0.01747085887
476	0.01742429939
477	0.01737257317
478	0.01732801498
479	0.01729123217
480	0.01724442481
481	0.01720509419
482	0.01716054016
483	0.0171216826
484	0.01707461726
485	0.01702630873
486	0.01699516061
487	0.01695101226
488	0.01690594088
489	0.01686427905
490	0.01682267583
491	0.01678223155
492	0.01673931255
493	0.01669608127
494	0.01666637617
495	0.01663119057
496	0.01658581063
497	0.01655056143
498	0.01651627472
499	0.01647474813
500	0.01643682024
501	0.01639107643
502	0.01635060298
503	0.01630297227
504	0.01626293127
505	0.01623110383
506	0.01618860319
507	0.01614905752
508	0.01610368122
509	0.01605804516
510	0.01603397906
511	0.01599059194
512	0.01594790923
513	0.01592444665
514	0.01588891622
515	0.01585252437
516	0.01581246681
517	0.01576993884
518	0.01574372276
519	0.01570933878
520	0.01567077185
521	0.01564126313
522	0.01560722109
523	0.01556581773
524	0.01552573969
525	0.01549180378
526	0.01545700842
527	0.01541464776
528	0.01538582746
529	0.01533999851
530	0.0153102371
531	0.01527889389
532	0.01524942767
533	0.0152081714
534	0.01516957245
535	0.01514609094
536	0.0151244609
537	0.01508838653
538	0.01506092162
539	0.01502571243
540	0.01499462687
541	0.01496814795
542	0.01493081131
543	0.01490033025
544	0.01486138007
545	0.01482520019
546	0.01479727094
547	0.01476934333
548	0.0147390682
549	0.01470737745
550	0.01466610293
551	0.01463757732
552	0.01460751148
553	0.01457212112
554	0.01453422786
555	0.0144997
556	0.01447091629
557	0.01444844961
558	0.01442114459
559	0.01439563596
560	0.01436564254
561	0.01433164052
562	0.01429768254
563	0.01426967474
564	0.0142341848
565	0.01420433475
566	0.01418021838
567	0.01414833048
568	0.01412405508
569	0.01409516848
570	0.0140746814
571	0.01404308502
572	0.01400974729
573	0.01398686268
574	0.01396453857
575	0.01393093626
576	0.01389849446
577	0.01386744912
578	0.01383063085
579	0.01380320615
580	0.01377175919
581	0.0137432362
582	0.01371394251
583	0.01368329468
584	0.01366642364
585	0.01364024136
586	0.01361014891
587	0.01358461571
588	0.01356543744
589	0.0135372252
590	0.0135092517
591	0.01348079891
592	0.01345869219
593	0.01343591145
594	0.01341539556
595	0.01338120922
596	0.0133490354
597	0.01332519186
598	0.01329920248
599	0.01326961663
600	0.01324085475
601	0.01322113004
602	0.01319494572
603	0.01316947846
604	0.01314193596
605	0.01310795641
606	0.01307758414
607	0.01305119847
608	0.01302702151
609	0.01300082305
610	0.01297892997
611	0.01295992856
612	0.01293263099
613	0.01290266011
614	0.01287763206
615	0.01285531047
616	0.01282846388
617	0.01280592108
618	0.01278109238
619	0.01275477839
620	0.01273495899
621	0.01271082585
622	0.01268364874
623	0.01266706958
624	0.0126437542
625	0.01262690566
626	0.01260022066
627	0.01257430913
628	0.01254820391
629	0.01251980473
630	0.0124954907
631	0.01247500436
632	0.01245156739
633	0.01243701458
634	0.01241843417
635	0.01239282948
636	0.01237479883
637	0.01235713569
638	0.01233558401
639	0.01231192687
640	0.01228325384
641	0.01226329751
642	0.01224236902
643	0.01222003388
644	0.01220381688
645	0.01218817821
646	0.0121589173
647	0.01214003551
648	0.01211967429
649	0.01209796819
650	0.01207645822
651	0.0120589272
652	0.01203683969
653	0.01201330847
654	0.01199222607
655	0.01196727913
656	0.01194341099
657	0.01191967291
658	0.0118985996
659	0.01188449206
660	0.01186951772
661	0.0118531188
662	0.01183142389
663	0.0118081291
664	0.01178452953
665	0.01176692602
666	0.01174833068
667	0.01172946286
668	0.01171042491
669	0.0116870973
670	0.01167015598
671	0.01164825689
672	0.01162342162
673	0.01160038526
674	0.01157538535
675	0.01155226409
676	0.01153555981
677	0.01152088295
678	0.01150618528
679	0.01148832715
680	0.0114665378
681	0.01144461176
682	0.01143137702
683	0.01140859555
684	0.01138525409
685	0.01136622612
686	0.01134875076
687	0.01133004978
688	0.01131454584
689	0.01129648719
690	0.01127482303
691	0.0112541047
692	0.01123263911
693	0.01121230897
694	0.01119006315
695	0.01117502919
696	0.01116330743
697	0.01114765884
698	0.01112510141
699	0.01110452144
700	0.01108315206
701	0.01106253398
702	0.01104816531
703	0.01103324017
704	0.01100924113
705	0.01098792044
706	0.01097172796
707	0.01095567081
708	0.01093387753
709	0.01091876093
710	0.01090667655
711	0.01088953974
712	0.01087428774
713	0.01085374574
714	0.01083782677
715	0.01081798182
716	0.01080309198
717	0.01078646392
718	0.01076897154
719	0.01075086226
720	0.01073648676
721	0.0107159251
722	0.01069875539
723	0.01068275113
724	0.01066606628
725	0.01065226968
726	0.01063859549
727	0.01062596731
728	0.0106143573
729	0.01059632861
730	0.0105762386
731	0.0105610894
732	0.01054450761
733	0.01053251951
734	0.01051771264
735	0.01049748832
736	0.01047630867
737	0.01045954387
738	0.01044310054
739	0.01042470727
740	0.0104046393
741	0.01038576858
742	0.01036434125
743	0.01034984462
744	0.01033246453
745	0.01031645265
746	0.01030119872
747	0.01028533639
748	0.01026673001
749	0.0102501851
750	0.01023589357
751	0.01021812391
752	0.01019984146
753	0.0101872377
754	0.01017171504
755	0.01015801086
756	0.01014316855
757	0.01012649206
758	0.01011295626
759	0.01009727232
760	0.01008381253
761	0.01006661824
762	0.0100506547
763	0.01003441219
764	0.01002012938
765	0.01000684868
766	0.009992961233
767	0.009978811592
768	0.009962588783
769	0.009949577514
770	0.009935334345
771	0.009920359508
772	0.009908107573
773	0.009892566446
774	0.009880304569
775	0.009865068221
776	0.00984955482
777	0.009838495888
778	0.009827834234
779	0.009812332778
780	0.009797194913
781	0.00978657693
782	0.009771671246
783	0.009753605409
784	0.009734194069
785	0.009721842204
786	0.009710139896
787	0.009696317637
788	0.009684712738
789	0.009670472381
790	0.00965616535
791	0.009644534555
792	0.009631878661
793	0.009621471199
794	0.009610759654
795	0.009599343868
796	0.009588135116
797	0.009575412304
798	0.009563464714
799	0.009550902454
800	0.009542311151
801	0.009527573661
802	0.009514558523
803	0.009499334104
804	0.009481455469
805	0.009466227525
806	0.009450781576
807	0.009434610888
808	0.009420329061
809	0.009404374851
810	0.009386785402
811	0.009375222036
812	0.009363787085
813	0.009347063434
814	0.009331961602
815	0.009317280825
816	0.00930350044
817	0.009289339437
818	0.009275612979
819	0.009263770782
820	0.009250690305
821	0.009238019978
822	0.009228687777
823	0.009215626528
824	0.009202634743
825	0.009190220576
826	0.009182962173
827	0.009171891702
828	0.009158189347
829	0.009145338068
830	0.009130817655
831	0.009117530477
832	0.009105540536
833	0.009097780599
834	0.009086671874
835	0.009077592231
836	0.009069262656
837	0.009054367598
838	0.009041396952
839	0.009029846916
840	0.009016972617
841	0.009008532013
842	0.008999181022
843	0.008985775696
844	0.008975552007
845	0.008963385371
846	0.008948821364
847	0.008936200653
848	0.008922453273
849	0.008906930891
850	0.008898594603
851	0.008888651529
852	0.008878636498
853	0.008868030977
854	0.008856754682
855	0.008841583918
856	0.008832145854
857	0.008821002792
858	0.008811792497
859	0.008801236694
860	0.00879291355
861	0.008783291027
862	0.00877282098
863	0.008759312946
864	0.008747077652
865	0.008735948235
866	0.008723047544
867	0.008710252309
868	0.008699678452
869	0.008687298888
870	0.008677899451
871	0.008662900333
872	0.008653191623
873	0.008640530221
874	0.008628977656
875	0.008618056511
876	0.008603566668
877	0.008595583341
878	0.008585946217
879	0.008574596124
880	0.008561918347
881	0.008550550424
882	0.008538431527
883	0.008528721539
884	0.008517806215
885	0.00850611338
886	0.00849690665
887	0.008483223147
888	0.008471297181
889	0.008461873486
890	0.00845053735
891	0.008439292837
892	0.008425835976
893	0.008418110881
894	0.008408291256
895	0.008397786228
896	0.008386398423
897	0.008375185191
898	0.008365825847
899	0.008357292762
900	0.008346942819
901	0.008340637606
902	0.008330370036
903	0.008320140196
904	0.008313430799
905	0.008300311846
906	0.008290373964
907	0.008279713951
908	0.008269840061
909	0.008256658214
910	0.008245087256
911	0.008238035922
912	0.0082255622
913	0.008213291042
914	0.00820106251
915	0.008191101032
916	0.008178943852
917	0.008169575186
918	0.008161935299
919	0.008152050087
920	0.008139093716
921	0.008128763499
922	0.00811999997
923	0.008111005563
924	0.008100420971
925	0.008090771142
926	0.008078893536
927	0.008066559986
928	0.008054949327
929	0.008047596626
930	0.008038813931
931	0.008028850533
932	0.008020714917
933	0.008014296196
934	0.008007126374
935	0.007996518714
936	0.007987084133
937	0.007978271003
938	0.007969460735
939	0.007958265992
940	0.007946602059
941	0.007934584753
942	0.00792401508
943	0.007915949945
944	0.007907849101
945	0.007897569853
946	0.007889816385
947	0.007881610439
948	0.007872927146
949	0.007864784591
950	0.007857633514
951	0.007848052594
952	0.00783966059
953	0.007829425363
954	0.007817477626
955	0.007806335794
956	0.007797311685
957	0.007787879323
958	0.007777188549
959	0.007766563341
960	0.007758024249
961	0.007750622621
962	0.007742468572
963	0.007732175769
964	0.007721672944
965	0.007714227223
966	0.007704880049
967	0.007696129308
968	0.007686831755
969	0.007681694513
970	0.00767394512
971	0.007662557363
972	0.007654079233
973	0.007641958714
974	0.007633357276
975	0.007622004304
976	0.007612713395
977	0.007605431955
978	0.00760017397
979	0.007592582964
980	0.007585597017
981	0.007576519043
982	0.007569187784
983	0.007560756601
984	0.007551658755
985	0.007544066422
986	0.007537182407
987	0.007526656643
988	0.00751721066
989	0.007510480288
990	0.0075001545
991	0.007492122416
992	0.007484328887
993	0.007475066553
994	0.007467723093
995	0.007458371326
996	0.007450099328
997	0.007443135903
998	0.007433843195
999	0.007425751264
